Data	Concentracao	Precipitacao	Velocidade_vento	Direcao_vento	Temperatura	Umidade
6/22/2014	41.03	0.00	1.03	1.67	11.30	69.67
6/24/2014	30.98	0.00	0.00	0.00	25.80	68.50
6/25/2014	45.54	0.00	0.33	12.00	13.50	59.33
6/26/2014	49.36	0.00	0.33	12.00	20.05	62.67
6/27/2014	58.91	0.00	0.67	24.00	21.25	57.67
6/28/2014	50.01	0.00	0.67	13.67	21.05	55.00
6/29/2014	19.85	0.00	0.33	7.67	17.50	78.00
6/30/2014	22.69	0.00	1.00	21.33	16.30	66.00
7/1/2014	38.53	0.00	0.67	12.00	16.45	70.00
7/2/2014	40.15	0.00	1.00	12.33	20.95	57.67
7/3/2014	44.03	0.00	1.00	12.00	22.30	53.67
7/4/2014	38.07	0.00	1.00	16.67	22.65	53.33
7/5/2014	82.80	0.00	1.00	9.33	21.20	53.67
7/6/2014	34.87	0.00	2.05	9.00	20.20	60.50
7/7/2014	56.13	0.00	1.03	4.67	19.95	58.00
7/8/2014	25.79	0.00	0.67	9.33	18.00	75.33
7/9/2014	16.58	0.10	1.00	18.33	18.95	74.33
7/10/2014	12.99	8.20	1.37	8.00	18.85	78.00
7/11/2014	17.47	0.00	1.00	11.00	16.95	77.00
7/12/2014	19.52	0.00	1.00	15.33	17.45	67.00
7/13/2014	9.39	0.00	0.67	9.33	18.45	61.33
7/15/2014	27.34	0.00	1.00	5.00	18.30	68.00
7/16/2014	28.94	0.00	0.67	3.33	19.70	58.67
7/17/2014	39.47	0.00	0.67	12.33	21.05	52.67
7/18/2014	24.97	0.00	0.67	15.00	19.80	65.33
7/19/2014	34.90	0.00	0.33	4.67	18.00	72.67
7/20/2014	39.22	0.00	0.67	6.00	17.40	56.33
7/21/2014	45.15	0.00	1.00	16.67	18.50	49.67
7/22/2014	35.55	0.00	1.00	7.67	20.60	58.33
7/23/2014	37.65	0.00	2.07	18.00	21.20	50.00
7/24/2014	23.91	0.00	2.40	13.67	19.15	68.00
7/25/2014	18.71	20.30	1.70	30.33	13.85	91.67
7/26/2014	17.56	0.00	1.00	18.33	13.00	92.00
7/27/2014	15.39	0.30	1.00	22.67	15.50	91.00
7/28/2014	21.11	0.00	1.70	9.33	17.80	75.33
7/29/2014	19.26	0.00	1.00	9.33	17.95	72.00
7/30/2014	23.40	0.00	0.67	6.33	18.95	62.00
7/31/2014	24.13	0.00	0.50	4.50	19.30	72.50
8/1/2014	34.10	0.00	0.00	0.00	19.95	66.67
8/2/2014	36.63	0.00	0.00	0.00	20.20	53.33
8/4/2014	47.97	0.00	0.67	22.67	21.50	45.67
8/5/2014	42.71	0.00	1.03	9.33	18.65	63.00
8/6/2014	27.35	0.00	1.00	8.00	18.40	42.33
8/7/2014	47.65	0.00	1.00	8.00	20.60	43.00
8/8/2014	46.17	0.00	0.67	9.33	10.90	46.67
8/9/2014	30.35	0.00	0.67	9.50	19.85	54.50
8/10/2014	24.69	0.00	1.00	11.00	20.40	59.67
8/11/2014	37.53	0.00	1.00	17.00	20.85	43.00
8/12/2014	49.26	0.00	1.00	16.67	14.00	46.67
8/13/2014	34.36	0.00	1.03	9.00	20.75	64.50
8/14/2014	20.86	1.30	3.73	15.33	13.90	81.00
8/15/2014	28.80	0.00	2.40	9.33	12.00	65.00
8/16/2014	29.10	0.00	0.67	7.00	21.60	56.50
8/17/2014	19.03	0.00	1.70	9.33	19.95	70.67
8/18/2014	33.02	0.30	0.67	7.67	20.70	63.00
8/19/2014	37.10	0.00	1.00	18.00	20.40	53.33
8/20/2014	40.29	0.00	1.00	21.00	20.40	43.67
8/22/2014	49.62	0.00	1.37	15.00	22.80	43.00
8/23/2014	39.82	0.00	0.67	3.33	15.90	40.67
8/24/2014	48.32	0.00	2.07	34.00	24.70	28.00
8/25/2014	85.05	0.00	0.67	22.67	23.60	37.33
8/26/2014	59.52	0.00	0.50	16.00	29.70	51.50
8/27/2014	31.83	0.00	0.33	4.67	23.15	54.00
8/29/2014	45.90	0.00	1.00	33.33	20.70	45.33
8/30/2014	38.32	0.00	0.67	6.33	22.60	46.33
8/31/2014	42.99	0.00	1.00	17.00	24.50	39.33
9/1/2014	23.50	0.30	1.73	11.00	20.7	76.3333
9/2/2014	29.13	2.00	1.03	13.67	24.25	65.3333
9/3/2014	16.15	35.80	1.00	7.00	21.7	76.5
9/4/2014	15.53	0.00	3.73	14.00	18.65	67.6666
9/5/2014	19.19	0.00	3.07	12.33	19.5	60.3333
9/6/2014	23.13	0.00	1.70	7.67	20.5	53.3333
9/7/2014	34.48	0.00	2.40	18.00	21.9	46.6666
9/8/2014	32.76	0.00	1.70	10.67	23.7	42
9/9/2014	27.75	0.00	0.33	1.67	18.95	45.6666
9/10/2014	33.83	0.00	1.70	14.00	24.3	39.3333
9/11/2014	41.66	0.00	0.67	4.67	24.95	41.3333
9/12/2014	51.65	0.00	1.56	2.50	25.5	40.5
9/13/2014	36.19	0.00	3.07	8.00	23.4	45
9/14/2014	48.45	0.00	1.70	1.67	25.25	41.6666
9/15/2014	49.49	0.00	1.00	21.33	19.4	41
9/16/2014	48.12	0.00	0.87	16.00	23.25	45
9/17/2014	67.15	0.00	0.33	9.33	23.4	49.3333
9/18/2014	62.26	0.00	0.67	6.33	24.45	51.3333
9/19/2014	51.10	0.00	1.00	12.33	25.3	68
9/20/2014	17.78	24.80	0.67	12.33	20.05	94.3333
9/21/2014	16.02	35.50	1.00	14.00	21.85	82.6666
9/22/2014	22.62	0.00	2.07	11.00	19.15	59.6666
9/23/2014	27.78	0.00	3.77	19.67	23.05	48
9/24/2014	28.88	0.00	3.07	28.67	25.75	47
9/25/2014	22.58	5.50	2.37	16.00	21.8	80.6666
9/26/2014	16.80	3.10	1.36	15.00	23.3	79
9/27/2014	9.33	7.10	1.70	17.00	22.15	87.6666
9/29/2014	29.29	0.00	1.70	27.33	27.1	58
10/1/2014	18.16	0.00	0.67	2.33	25.8	61
10/2/2014	21.38	0.00	2.43	15.33	21.85	67.6666
10/3/2014	21.45	0.00	2.07	12.33	19.4	53.6666
10/4/2014	19.30	0.00	2.40	14.00	18.65	60.6666
10/5/2014	22.92	0.00	1.20	14.00	17.9	52
10/6/2014	30.67	0.00	2.07	10.67	19.7	39
10/7/2014	34.69	0.00	2.37	10.67	20.3	45.3333
10/8/2014	41.15	0.00	1.70	7.67	22	44.3333
10/9/2014	42.71	0.00	1.70	16.67	25.05	37.3333
10/10/2014	49.44	0.00	1.70	15.00	26.55	38.3333
10/11/2014	51.23	0.00	1.00	13.67	27.1	36.6666
10/12/2014	45.49	0.00	1.70	19.67	27.35	34
10/13/2014	58.42	0.00	0.33	1.67	28.15	37.3333
10/14/2014	66.41	0.00	0.33	4.67	29.35	34
10/15/2014	60.49	0.00	0.67	6.33	28.4	34.6666
10/16/2014	84.61	0.00	0.67	6.33	28.2	45.6666
10/17/2014	91.76	0.00	0.67	3.33	31.8	41
10/18/2014	50.06	0.00	0.33	1.67	22.2	34
10/19/2014	46.77	0.00	0.33	7.00	29.7	38
10/20/2014	25.72	2.70	1.37	24.00	19.1	80
10/21/2014	28.29	0.00	1.37	13.50	21.7	66
10/22/2014	29.72	0.00	3.07	15.00	22.9	56.3333
10/24/2014	30.51	0.00	2.40	18.33	19.5	58.6666
10/25/2014	11.43	1.20	0.67	36.00	19.95	92
10/26/2014	14.09	0.80	1.00	18.00	22.4	85.6666
10/27/2014	23.92	52.00	1.70	9.33	20.6	72.6666
10/28/2014	31.90	0.00	0.67	12.33	21.85	42.3333
10/29/2014	22.90	0.00	1.00	18.33	24.75	41.3333
10/30/2014	40.42	0.00	1.00	20.00	27.35	47.6666
10/31/2014	26.58	0.00	0.67	12.33	26.65	49.6666
11/1/2014	18.98	0.00	1.00	23.00	26.66	59.33
11/2/2014	16.59	0.00	0.67	12.33	27.80	55.33
11/3/2014	19.01	10.00	1.00	14.00	22.35	86.50
11/4/2014	8.46	22.00	2.07	3.33	23.53	80.00
11/5/2014	15.93	36.60	1.00	31.50	21.80	89.50
11/6/2014	18.64	0.00	1.37	6.33	25.47	69.67
11/7/2014	19.39	1.20	0.33	7.67	25.83	69.00
11/8/2014	18.38	44.80	0.33	1.67	23.23	72.33
11/10/2014	22.43	0.00	1.37	15.00	25.40	58.33
11/11/2014	31.94	0.00	2.40	13.67	25.93	49.00
11/12/2014	44.62	0.00	1.70	19.67	24.33	63.00
11/13/2014	21.92	2.20	1.00	22.67	23.87	75.67
11/14/2014	20.82	13.80	3.77	15.00	23.33	74.67
11/15/2014	15.36	0.00	2.37	15.33	21.60	64.00
11/17/2014	26.58	0.00	2.03	7.67	23.90	53.00
11/18/2014	26.09	0.00	1.40	9.33	24.50	50.00
11/19/2014	31.13	0.00	0.70	4.67	25.33	57.00
11/20/2014	41.21	0.00	0.33	1.67	26.07	50.00
11/21/2014	35.42	0.00	0.67	12.33	26.50	53.67
11/22/2014	23.45	0.80	1.03	6.00	23.57	72.33
11/23/2014	17.58	0.00	0.33	4.50	16.43	69.50
11/24/2014	14.92	0.70	0.67	13.67	24.20	77.00
11/25/2014	10.79	12.50	1.70	18.33	23.63	83.00
11/26/2014	12.65	18.4	1.00	24.33	22.50	90.67
11/27/2014	18.10	11.6	0.33	2.50	15.37	89.00
11/28/2014	21.09	20.4	0.33	6.00	24.10	77.66
12/4/2014	21.77	0	0.50	13.50	23.95	71.50
12/5/2014	26.30	0	1.70	21.33	23.17	69.00
12/6/2014	13.83	0	3.77	10.67	23.73	63.67
12/7/2014	11.36	0	1.70	7.67	24.10	71.00
12/8/2014	33.69	3	1.00	15.33	22.67	79.33
12/9/2014	7.04	5.6	1.03	6.33	23.37	71.67
12/10/2014	8.35	8	0.33	1.67	20.60	83.66
12/14/2014	9.60	22.6	0.33	1.67	23.13	85.67
12/15/2014	24.35	6.4	1.70	14.00	23.30	67.33
12/16/2014	24.82	0	0.67	6.33	25.30	59.00
12/17/2014	25.51	0	0.33	2.50	17.93	60.50
12/18/2014	21.85	0	0.00	0.00	28.23	54.66
12/19/2014	16.18	0	1.00	32.00	25.50	74.33
12/20/2014	10.45	28.4	1.00	19.67	25.07	79.67
12/21/2014	7.76	0	1.03	18.00	15.10	88.50
12/23/2014	6.68	36.8	0.00	0.00	14.33	94.00
12/24/2014	13.27	31.4	0.67	7.67	22.50	80.00
12/25/2014	12.61	0	0.00	0.00	12.00	84.00
12/27/2014	17.78	0	0.50	2.50	25.70	65.00
12/28/2014	21.92	0	0.33	10.67	28.46	52.33
12/30/2014	13.14	0	1.37	31.50	18.50	59.50
1/28/2015	10.87	0	0.70	21.30	25.70	69.30
1/29/2015	11.92	8	0.20	13.50	16.30	75.50
1/30/2015	13.61	0	0.33	9.00	26.60	67.00
1/31/2015	14.40	0	0.33	7.00	17.70	70.00
2/1/2015	15.10	12	0.70	18.50	19.20	57.00
2/2/2015	14.81	11	3.10	22.70	22.80	81.00
2/3/2015	17.70	33.8	1.00	13.70	24.10	73.30
2/4/2015	12.87	12.6	0.70	34.00	13.90	88.00
2/5/2015	14.19	3.7	1.60	16.00	20.60	95.00
2/6/2015	15.55	7.1	1.70	25.70	21.00	86.00
2/7/2015	11.02	0	2.40	28.70	22.70	79.70
2/9/2015	8.31	3.8	1.40	15.00	22.70	85.70
2/10/2015	10.59	2.4	0.50	32.00	12.10	82.00
2/11/2015	11.34	11.8	1.00	17.00	23.60	80.30
2/12/2015	16.96	0	0.70	13.70	25.90	75.00
2/13/2015	17.97	0	0.50	16.00	26.10	75.00
2/15/2015	10.19	0	0.70	9.30	25.30	68.00
2/16/2015	11.39	5.1	0.33	12.00	22.40	82.70
2/18/2015	6.81	24.3	0.33	18.00	14.10	91.00
2/21/2015	20.48	0	0.30	1.70	27.00	67.30
2/22/2015	19.64	0	1.00	2.50	18.50	56.00
2/23/2015	15.07	0	1.60	4.50	24.30	72.00
2/24/2015	12.52	0	1.40	15.00	26.40	62.00
2/25/2015	7.97	30.2	1.70	25.70	25.80	66.30
2/26/2015	11.76	14.5	4.80	25.70	24.30	73.30
2/27/2015	12.49	6.4	2.00	19.70	23.60	81.30
2/28/2015	12.55	8	1.40	10.70	24.00	78.70
3/1/2015	16.31	0	1.40	14.00	17.10	62.50
3/2/2015	22.66	0	2.70	9.00	24.30	64.70
3/3/2015	26.08	0	0.33	1.67	25.67	66.67
3/4/2015	16.61	0	1.00	5.00	26.07	67.00
3/5/2015	18.92	0	0.00	0.00	25.00	67.00
3/6/2015	18.20	0	0.33	1.67	25.17	73.00
3/7/2015	10.56	0	1.03	18.50	15.63	79.00
3/8/2015	8.36	3.4	0.67	9.33	21.53	87.67
3/9/2015	7.85	13	0.33	10.67	20.73	94.33
3/10/2015	11.13	8.2	0.67	34.00	15.37	86.50
3/11/2015	13.31	2.8	0.67	22.67	22.30	85.33
3/12/2015	14.12	9.6	0.67	24.00	22.30	88.67
3/13/2015	11.50	3	0.67	13.67	21.90	85.33
3/14/2015	9.93	1.5	0.00	0.00	20.87	92.33
3/15/2015	8.60	5.3	0.33	3.00	22.53	79.67
3/16/2015	9.91	5.8	0.00	0.00	17.33	65.00
3/17/2015	17.05	8.2	0.67	5.00	14.87	75.00
3/18/2015	4.14	0	1.00	11.00	20.53	90.00
3/19/2015	15.47	5.4	0.67	6.33	19.80	68.67
3/20/2015	11.20	4.5	0.67	9.33	20.30	91.33
3/21/2015	10.79	0	0.00	0.00	22.00	83.50
3/22/2015	8.33	15.5	0.67	9.33	20.93	84.00
3/23/2015	16.04	0	0.00	0.00	10.90	78.00
3/24/2015	4.90	0	1.03	4.67	23.50	71.33
3/26/2015	20.07	0	0.33	1.67	25.27	67.00
3/27/2015	12.63	0	0.33	3.00	25.80	69.33
3/28/2015	24.10	72.6	0.00	0.00	23.57	83.00
3/29/2015	12.90	14.7	1.03	9.00	25.23	76.33
3/30/2015	9.35	0	0.00	0.00	21.50	92.00
3/31/2015	15.22	4	0.00	0.00	23.30	85.00
4/1/2015	28.22	0	0.33	1.67	24.43	74.00
4/2/2015	17.53	0	0.67	9.33	23.97	65.67
4/3/2015	13.65	0	0.67	6.33	24.10	62.33
4/4/2015	11.71	0	0.33	4.67	22.37	77.00
4/5/2015	6.56	15	0.33	10.67	21.30	89.00
4/6/2015	9.44	16.7	1.37	18.00	21.93	86.00
4/7/2015	20.25	0	0.33	14.00	13.70	72.50
4/8/2015	18.45	0	1.70	21.00	21.17	68.67
4/9/2015	26.10	0	1.37	5.00	15.63	64.50
4/10/2015	28.23	0	0.67	4.67	22.87	71.33
4/11/2015	19.18	0	1.37	10.67	23.40	68.00
4/12/2015	25.18	0	0.67	23.00	17.17	55.50
4/13/2015	33.85	0	1.00	19.67	23.87	64.67
4/14/2015	21.17	0	1.70	19.67	24.20	64.67
4/15/2015	14.52	1.7	1.00	19.67	21.97	86.33
4/16/2015	18.23	0	0.67	13.67	23.30	80.67
