date	N	Filtros_limpos	Filtros_sujos	Massa_total	Volume_total_padrao	Vazao_media_corrigida_padrao	Vazao_media_real	Tm_C	Tm_K	Pm_hPa	Pm_mmHg	dHi_cmH2O	dHf_cmH2O	DH_cmH2O	DH_mmHg	Pa_hPa	Pa_mmHg	Po_mmHg	ti	tf	tmedio	tmedio	Po_media_mmHg	concentracao
4/14/2015	348	5.1042	5.1354	0.0312	849.45	0.62	2.09	21.94	294.94	920.44	690.39	43.9	45.4	44.65	32.83	919.55	689.72	656.89	7751.59	7774.6	23.01	1380.6		36.77
4/15/2015	349	5.0974	5.1194	0.022	874.61	0.62	2.09	22.38	295.38	919.82	689.92	44.1	45.4	44.75	32.9	918.85	689.19	656.29	7774.6	7798.28	23.68	1420.8		25.15
4/16/2015	350	5.0898	5.1197	0.0299	943.93	0.62	2.09	20.94	293.94	918.98	689.29	41.5	46	43.75	32.17	918.55	688.97	656.8	7798.28	7823.82	25.54	1532.4		31.68
4/18/2015	352	5.0782	5.1158	0.0376	931.9	0.62	2.09	22.59	295.59	919.26	689.5	38.4	34.8	36.6	26.91	917.95	688.52	661.61	7823.82	7849.04	25.22	1513.2		40.38
4/19/2015	353	5.0973	5.1154	0.0181	901.16	0.62	2.1	23.31	296.31	918.31	688.79	34.8	36.8	35.8	26.32	917	687.81	661.48	7849.04	7873.41	24.37	1462.2		20.09
4/20/2015	354	5.0933	5.1174	0.0241	850.92	0.62	2.1	22.5	295.5	918.24	688.74	35.61	38.3	36.955	27.17	918.2	688.71	661.53	7873.41	7896.42	23.01	1380.6		28.32
4/21/2015	355	5.0975	5.1135	0.016	862.13	0.62	2.1	23.52	296.52	917.52	688.2	34.4	34.6	34.5	25.37	917.4	688.11	662.74	7896.42	7919.72	23.3	1398		18.56
4/22/2015	356	5.0905	5.1106	0.0201	740.07	0.62	2.1	24.54	297.54	916.8	687.66	33.3	38.2	35.75	26.29	916.6	687.51	661.22	7919.72	7939.71	19.99	1199.4		27.16
4/23/2015	357	5.1039	5.1268	0.0229	873.1	0.62	2.1	25.56	298.56	916.08	687.12	37.5	38.4	37.95	27.9	915.8	686.91	659	7939.71	7963.28	23.57	1414.2		26.23
4/24/2015	358	5.0962	5.1273	0.031	875.82	0.62	2.1	26.58	299.58	915.36	686.58	38	39.5	38.75	28.49	915	686.31	657.81	7963.28	7986.91	23.63	1417.8		35.43
4/25/2015	359	5.0815	5.127	0.0456	914.51	0.62	2.1	27.6	300.6	914.64	686.04	37.7	36.9	37.3	27.43	914.2	685.71	658.28	7986.91	8011.57	24.66	1479.6		49.83
4/26/2015	360	5.1152	5.1576	0.0424	830.8	0.62	2.1	28.62	301.62	913.92	685.5	37.8	37	37.4	27.5	913.4	685.11	657.61	8011.57	8033.96	22.39	1343.4		51.04
4/27/2015	361	5.1133	5.1527	0.0394	873.22	0.62	2.1	29.64	302.64	913.2	684.96	36.6	39.8	76.4	56.18	912.6	684.51	628.33	8033.96	8057.48	23.52	1411.2		45.12
4/28/2015	362	5.106	5.1584	0.0525	882.63	0.62	2.11	30.66	303.66	912.48	684.42	37.8	37.4	75.2	55.29	911.8	683.91	628.61	8057.48	8081.24	23.76	1425.6		59.44
4/29/2015	363	5.1046	5.155	0.0504	861.57	0.62	2.11	31.68	304.68	911.76	683.88	33.5	36.8	70.3	51.69	911	683.31	631.61	8081.24	8104.42	23.18	1390.8		58.5
4/30/2015	364	5.1072	5.1761	0.0689	849.78	0.62	2.11	32.7	305.7	911.04	683.34	36.5	38.7	75.2	55.29	910.2	682.71	627.41	8104.42	8127.27	22.85	1371		81.08
