Data	Concentra_up	Concentra_down
6/25/2017	30.67	30.67
6/26/2017	47.71	47.71
6/27/2017	28.79	28.79
6/28/2017	41.83	41.83
6/29/2017	30.25	30.25
6/30/2017	20.08	20.08
7/1/2017	36.63	36.63
7/2/2017	26.18	26.18
7/3/2017	21.23	21.23
7/4/2017	0.00	0.00
7/5/2017	0.00	0.00
7/6/2017	0.00	0.00
7/7/2017	35.62	35.62
7/8/2017	40.13	40.13
7/9/2017	39.96	39.96
7/10/2017	36.00	36.00
7/11/2017	41.08	41.08
7/12/2017	37.71	37.71
7/13/2017	40.92	40.92
7/14/2017	59.42	59.42
7/15/2017	40.92	40.92
7/16/2017	34.00	34.00
7/17/2017	44.63	44.63
7/18/2017	47.92	47.92
7/19/2017	36.38	36.38
7/20/2017	47.54	47.54
7/21/2017	42.75	42.75
7/22/2017	41.71	41.71
7/23/2017	43.46	43.46
7/24/2017	48.17	48.17
7/25/2017	42.13	42.13
7/26/2017	41.00	41.00
7/27/2017	24.08	24.08
7/28/2017	39.13	39.13
7/29/2017	50.71	50.71
7/30/2017	68.58	68.58
7/31/2017	70.42	70.42
8/1/2017	28.88	28.88
8/2/2017	26.33	26.33
8/3/2017	28.54	28.54
8/4/2017	54.42	54.42
8/5/2017	62.67	62.67
8/6/2017	76.29	76.29
8/7/2017	69.58	69.58
8/8/2017	49.58	49.58
8/9/2017	67.92	67.92
8/10/2017	72.83	72.83
8/11/2017	58.21	58.21
8/12/2017	50.29	50.29
8/13/2017	29.06	29.06
8/14/2017	20.83	20.83
8/15/2017	19.50	19.50
8/16/2017	22.54	22.54
8/17/2017	37.54	37.54
8/18/2017	23.40	23.40
8/19/2017	18.29	18.29
8/20/2017	29.57	29.57
8/21/2017	40.13	40.13
8/22/2017	41.54	41.54
8/23/2017	49.92	49.92
8/24/2017	51.83	51.83
8/25/2017	60.17	60.17
8/26/2017	74.38	74.38
8/27/2017	73.21	73.21
8/28/2017	76.83	76.83
8/29/2017	47.25	47.25
8/30/2017	44.67	44.67
8/31/2017	42.46	42.46
9/1/2017	59.67	59.67
9/2/2017	66.21	66.21
9/3/2017	66.00	66.00
9/4/2017	57.42	57.42
9/5/2017	60.67	60.67
9/6/2017	58.92	58.92
9/7/2017	60.00	60.00
9/8/2017	56.88	56.88
9/9/2017	53.58	53.58
9/10/2017	61.96	61.96
9/11/2017	90.71	90.71
9/12/2017	53.58	53.58
9/13/2017	80.83	80.83
9/14/2017	66.38	66.38
9/15/2017	74.75	74.75
9/16/2017	73.88	73.88
9/17/2017	63.75	63.75
9/18/2017	52.54	52.54
9/19/2017	50.88	50.88
9/20/2017	65.67	65.67
9/21/2017	61.96	61.96
9/22/2017	58.79	58.79
9/23/2017	62.71	62.71
9/24/2017	74.43	74.43
9/25/2017	64.75	64.75
9/26/2017	45.21	45.21
9/27/2017	14.29	14.29
9/28/2017	13.75	13.75
9/29/2017	13.08	13.08
9/30/2017	13.33	13.33
10/1/2017	17.58	17.58
10/2/2017	25.71	25.71
10/3/2017	35.58	35.58
10/4/2017	24.13	24.13
10/5/2017	23.50	23.50
10/6/2017	39.79	39.79
10/7/2017	45.67	45.67
10/8/2017	39.29	39.29
10/9/2017	38.88	38.88
10/10/2017	54.58	54.58
10/11/2017	44.63	44.63
10/12/2017	34.17	34.17
10/13/2017	35.58	35.58
10/14/2017	37.83	37.83
10/15/2017	43.33	43.33
10/16/2017	54.08	54.08
10/17/2017	57.00	57.00
10/18/2017	38.79	38.79
10/19/2017	37.25	37.25
10/20/2017	17.17	17.17
10/21/2017	24.46	24.46
10/22/2017	38.50	38.50
10/23/2017	20.29	20.29
10/24/2017	28.79	28.79
10/25/2017	13.75	13.75
10/26/2017	13.63	13.63
10/27/2017	14.50	14.50
10/28/2017	14.50	14.50
10/29/2017	20.71	20.71
10/30/2017	17.74	17.74
10/31/2017	25.29	25.29
11/1/2017	10.46	10.46
11/2/2017	11.17	11.17
11/3/2017	17.58	17.58
11/4/2017	19.75	19.75
11/5/2017	20.21	20.21
11/6/2017	12.21	12.21
11/7/2017	18.77	18.77
11/8/2017	11.08	11.08
11/9/2017	13.58	13.58
11/10/2017	23.25	23.25
11/11/2017	29.63	29.63
11/12/2017	34.96	34.96
11/13/2017	26.79	26.79
11/14/2017	15.33	15.33
11/15/2017	15.58	15.58
11/16/2017	8.42	8.42
11/17/2017	9.54	9.54
11/18/2017	13.04	13.04
11/19/2017	8.08	8.08
11/20/2017	16.17	16.17
11/21/2017	19.71	19.71
11/22/2017	19.08	19.08
11/23/2017	10.63	10.63
11/24/2017	10.00	10.00
11/25/2017	16.46	16.46
11/26/2017	23.92	23.92
11/27/2017	24.04	24.04
11/28/2017	8.50	8.50
11/29/2017	8.79	8.79
11/30/2017	13.54	13.54
12/1/2017	20.52	20.52
12/2/2017	30.00	30.00
12/3/2017	25.50	25.50
12/4/2017	14.96	14.96
12/5/2017	11.08	11.08
12/6/2017	17.33	17.33
12/7/2017	17.83	17.83
12/8/2017	22.08	22.08
12/9/2017	22.96	22.96
12/10/2017	17.43	17.43
12/11/2017	16.08	16.08
12/12/2017	22.79	22.79
12/13/2017	13.96	13.96
12/14/2017	10.63	10.63
12/15/2017	12.21	12.21
12/16/2017	22.67	22.67
12/17/2017	19.13	19.13
12/18/2017	12.50	12.50
12/19/2017	9.71	9.71
12/20/2017	11.38	11.38
12/21/2017	9.54	9.54
12/22/2017	13.29	13.29
12/23/2017	8.21	8.21
12/24/2017	12.79	12.79
12/25/2017	14.04	14.04
12/26/2017	11.54	11.54
12/27/2017	6.33	6.33
12/28/2017	23.13	23.13
12/29/2017	40.88	40.88
