Data	Concentracao	Precipitacao	Temperatura	Umidade	Velocidade_vento
1/29/2016	17.92	0.00	25.48	75.04	1.96
1/30/2016	16.50	0.00	25.38	78.42	2.04
1/31/2016	24.50	0.00	27.81	60.63	2.06
2/1/2016	32.00	0.00	28.44	54.96	1.76
2/2/2016	28.25	0.00	28.35	61.33	2.39
2/3/2016	27.75	0.00	27.34	65.38	2.33
2/4/2016	24.38	0.00	26.59	66.46	2.26
2/5/2016	38.04	0.00	26.67	70.00	1.99
2/6/2016	19.88	0.00	25.51	74.58	2.08
2/7/2016	23.00	0.00	26.05	72.50	2.13
2/8/2016	16.17	0.00	26.60	70.63	2.22
2/9/2016	19.71	0.00	27.97	65.54	2.13
2/10/2016	27.29	0.00	27.19	70.04	2.22
2/11/2016	16.46	0.00	25.44	75.38	2.61
2/12/2016	22.17	0.00	24.63	61.58	2.77
2/13/2016	25.08	0.00	25.52	65.63	1.97
2/14/2016	26.17	0.00	27.61	63.79	2.03
2/15/2016	28.70	0.00	25.22	80.88	2.03
2/16/2016	17.33	0.00	24.55	82.21	2.06
2/17/2016	23.54	0.00	24.98	82.46	1.77
2/18/2016	21.00	0.00	25.90	79.04	1.80
2/19/2016	24.13	0.00	26.61	74.50	2.00
2/20/2016	15.83	0.00	26.56	72.21	2.27
2/21/2016	15.38	0.00	23.20	85.96	0.00
2/22/2016	18.75	0.00	23.56	84.17	0.00
2/23/2016	16.96	0.00	23.18	84.17	0.00
2/24/2016	20.38	0.00	23.88	80.38	0.00
2/25/2016	22.08	0.00	25.15	77.58	0.00
2/26/2016	17.75	0.00	25.61	76.67	0.00
2/27/2016	21.63	0.00	24.88	83.17	0.00
2/28/2016	17.50	0.00	24.20	86.46	0.00
2/29/2016	15.58	0.00	22.37	79.29	0.00
3/1/2016	14.33	0.00	20.95	81.92	0.00
3/2/2016	18.29	0.00	23.48	76.42	0.00
3/3/2016	19.46	0.00	22.48	89.92	0.00
3/4/2016	21.50	0.00	24.89	75.46	0.00
3/5/2016	19.67	0.00	24.93	71.25	0.00
3/6/2016	26.79	0.00	24.92	76.46	0.00
3/7/2016	24.17	0.00	25.30	75.50	0.00
3/8/2016	23.25	0.00	26.09	71.75	0.00
3/9/2016	36.00	0.00	27.20	69.00	0.00
3/10/2016	26.21	0.00	24.23	86.29	0.00
3/11/2016	14.58	0.00	24.85	82.79	0.00
3/12/2016	24.13	0.00	23.92	73.13	0.00
3/13/2016	15.13	0.00	22.78	73.00	0.00
3/14/2016	14.83	0.00	24.45	72.79	0.00
3/15/2016	19.67	0.00	24.88	72.04	0.00
3/16/2016	24.14	0.00	23.83	77.86	0.00
3/17/2016	18.42	0.00	25.22	67.92	2.35
3/18/2016	23.54	0.00	25.98	67.79	1.89
3/19/2016	20.42	0.00	26.02	60.88	2.01
3/20/2016	19.13	0.00	24.66	66.96	2.35
3/21/2016	25.92	0.00	26.38	65.58	2.22
3/22/2016	37.88	0.00	24.97	73.42	1.84
3/23/2016	27.42	0.00	23.67	77.92	0.00
3/24/2016	18.38	0.00	23.42	80.08	0.00
3/25/2016	19.04	0.00	23.83	82.13	0.00
3/26/2016	20.75	0.00	24.13	83.08	0.00
3/27/2016	16.46	0.00	25.63	77.71	2.14
3/28/2016	23.33	0.00	26.67	71.46	1.52
3/29/2016	31.08	0.00	26.33	75.21	1.73
3/30/2016	24.54	0.00	26.43	71.54	2.00
3/31/2016	27.46	0.00	25.85	67.63	1.91
4/1/2016	25.21	0.00	25.97	69.29	2.00
4/2/2016	22.67	0.00	26.06	66.67	1.83
4/3/2016	27.67	0.00	26.77	68.13	1.69
4/4/2016	28.13	0.00	26.27	68.08	2.58
4/5/2016	20.63	0.00	25.83	65.38	2.11
4/6/2016	36.25	0.00	25.68	62.88	1.57
4/7/2016	49.29	0.00	26.28	63.67	1.54
4/8/2016	34.13	0.00	26.70	66.46	1.68
4/9/2016	32.79	0.00	27.96	61.67	1.56
4/10/2016	43.21	0.00	26.43	70.75	1.95
4/11/2016	32.42	0.00	25.78	72.54	1.96
4/12/2016	28.88	0.00	26.12	69.67	2.07
4/13/2016	30.33	0.00	26.25	65.33	1.88
4/14/2016	35.33	0.00	27.16	61.71	1.77
4/15/2016	37.75	0.00	27.67	58.63	1.76
4/16/2016	40.58	0.00	27.63	58.17	1.61
4/17/2016	39.17	0.00	27.04	53.83	1.65
4/18/2016	43.25	0.00	27.11	57.38	1.58
4/19/2016	38.71	0.00	27.50	54.29	2.03
4/20/2016	46.71	0.00	27.35	58.38	1.73
4/21/2016	41.92	0.00	27.01	53.46	1.80
4/22/2016	50.33	0.00	26.14	58.71	1.76
4/23/2016	40.96	0.00	26.83	59.08	2.01
4/24/2016	52.83	0.00	26.49	55.83	1.58
4/25/2016	54.38	0.00	26.15	55.63	2.10
4/26/2016	25.04	0.00	21.70	78.00	2.91
4/27/2016	13.63	0.00	18.23	84.75	2.80
4/28/2016	19.25	0.00	16.46	68.96	2.08
4/29/2016	18.83	0.00	16.58	70.54	2.39
4/30/2016	23.71	0.00	17.13	70.57	1.84
5/1/2016	17.58	0.00	16.73	57.88	1.91
5/2/2016	22.71	0.00	18.60	61.54	2.06
5/3/2016	31.08	0.00	19.56	65.21	1.66
5/4/2016	30.71	0.00	20.36	68.75	1.64
5/5/2016	27.25	0.00	20.58	70.75	1.57
5/6/2016	30.96	0.00	21.54	66.58	1.64
5/7/2016	36.67	0.00	21.68	71.00	1.31
5/8/2016	25.21	0.00	21.29	75.96	1.38
5/9/2016	30.29	0.00	21.17	76.42	1.90
5/10/2016	19.75	0.00	19.97	82.92	2.02
5/11/2016	20.75	0.00	20.38	79.25	1.54
5/12/2016	13.58	0.00	20.40	74.00	2.27
5/13/2016	12.88	0.00	19.65	73.17	2.83
5/14/2016	16.79	0.00	19.84	69.83	2.78
5/15/2016	31.42	0.00	21.72	67.21	2.00
5/16/2016	28.29	0.00	21.92	78.79	2.50
5/17/2016	29.63	0.00	20.12	79.79	1.74
5/18/2016	22.27	0.00	15.99	92.22	1.53
5/19/2016	9.68	0.00	17.21	84.38	2.06
5/20/2016	26.54	0.00	21.15	75.38	1.90
5/21/2016	17.17	0.00	18.44	94.92	0.00
5/22/2016	20.50	0.00	20.51	84.83	0.00
5/23/2016	13.67	0.00	16.70	73.71	0.00
5/24/2016	14.33	0.00	15.06	77.17	0.00
5/25/2016	19.29	0.00	18.49	70.08	0.00
5/26/2016	26.75	0.00	19.66	74.42	0.00
5/27/2016	24.42	0.00	19.42	79.13	0.00
5/28/2016	15.21	0.00	19.85	75.21	0.00
5/29/2016	23.25	0.00	18.28	82.54	0.00
5/30/2016	19.75	0.00	16.51	94.17	0.00
5/31/2016	18.63	0.00	19.58	86.67	0.00
6/1/2016	21.67	0.00	20.31	89.71	0.00
6/2/2016	19.25	0.00	20.35	84.13	0.00
6/3/2016	12.33	0.00	18.92	93.25	0.00
6/4/2016	15.08	0.00	19.38	92.88	0.00
6/5/2016	11.63	0.00	19.97	95.29	0.00
6/6/2016	18.33	0.00	21.14	92.47	0.00
6/7/2016	22.45	0.00	15.35	92.68	0.00
6/8/2016	21.92	0.00	14.49	81.29	0.00
6/9/2016	22.71	0.00	13.20	75.67	0.00
6/10/2016	24.50	0.00	12.88	67.92	0.00
6/11/2016	26.08	0.00	12.23	68.21	0.00
6/12/2016	19.79	0.00	11.18	63.63	0.00
6/13/2016	21.71	0.00	12.82	56.79	0.00
6/14/2016	22.17	0.00	16.07	61.50	0.00
6/15/2016	39.25	0.00	16.94	72.83	0.00
6/16/2016	48.17	0.00	18.98	72.50	0.00
6/17/2016	50.00	0.00	19.59	69.63	0.00
6/18/2016	46.58	0.00	18.48	74.71	0.00
6/19/2016	33.88	0.00	17.10	80.96	0.00
6/20/2016	17.46	0.00	16.15	78.63	0.00
6/21/2016	10.08	0.00	15.31	75.21	0.00
6/22/2016	21.42	0.00	16.49	77.79	0.00
6/23/2016	32.83	0.00	17.72	75.96	0.00
6/24/2016	21.46	0.00	17.50	72.25	0.00
6/25/2016	31.38	0.00	17.30	74.17	0.00
6/26/2016	33.54	0.00	17.65	75.13	0.00
6/27/2016	32.50	0.00	17.25	71.96	0.00
6/28/2016	40.38	0.00	18.27	66.00	0.00
6/29/2016	40.08	0.00	19.15	67.71	0.00
6/30/2016	31.92	0.00	21.23	61.67	0.00
7/1/2016	34.96	0.00	21.22	64.79	0.00
7/2/2016	34.79	0.00	21.32	64.33	0.00
7/3/2016	42.04	0.00	21.47	61.04	0.00
7/4/2016	50.17	0.00	20.54	64.67	0.00
7/5/2016	52.63	0.00	20.90	65.67	0.00
7/6/2016	25.50	0.00	16.02	64.50	0.00
7/7/2016	32.71	0.00	15.95	58.04	0.00
7/8/2016	43.92	0.00	16.65	60.04	0.00
7/9/2016	56.96	0.00	20.16	59.13	0.00
7/10/2016	71.13	0.00	22.11	58.71	0.00
7/11/2016	54.21	0.00	22.88	55.13	0.00
7/12/2016	40.67	0.00	21.85	63.63	0.00
7/13/2016	64.04	0.00	22.65	57.33	0.00
7/14/2016	69.71	0.00	22.91	50.17	0.00
7/15/2016	54.46	0.00	19.03	77.58	0.00
7/16/2016	16.88	0.00	13.85	65.83	0.00
7/17/2016	21.25	0.00	12.95	68.63	0.00
7/18/2016	24.42	0.00	13.68	68.79	0.00
7/19/2016	22.70	0.00	14.52	73.91	0.00
7/20/2016	20.71	0.00	14.72	74.67	0.00
7/21/2016	24.17	0.00	14.58	72.46	0.00
7/22/2016	35.96	0.00	17.62	70.61	0.00
7/23/2016	47.54	0.00	20.33	68.04	0.00
7/24/2016	40.50	0.00	21.40	62.63	0.00
7/25/2016	51.17	0.00	22.10	51.83	0.00
7/26/2016	46.42	0.00	21.44	53.42	0.00
7/27/2016	22.54	0.00	16.83	58.83	0.00
7/28/2016	20.88	0.00	16.65	74.63	0.00
7/29/2016	44.50	0.00	19.29	70.04	0.00
7/30/2016	45.79	0.00	19.63	67.33	0.00
7/31/2016	52.29	0.00	20.34	63.71	0.00
8/1/2016	29.83	0.00	18.15	72.08	0.00
8/2/2016	22.04	0.00	18.70	72.54	0.00
8/3/2016	38.29	0.00	20.61	68.58	0.00
8/4/2016	50.46	0.00	21.85	61.58	0.00
8/5/2016	62.08	0.00	23.22	51.54	0.00
8/6/2016	43.04	0.00	20.77	60.63	0.00
8/7/2016	19.13	0.00	18.68	72.50	0.00
8/8/2016	28.38	0.00	19.40	74.21	0.00
8/9/2016	22.17	0.00	16.72	66.58	0.00
8/10/2016	18.67	0.00	13.56	72.42	0.00
8/11/2016	19.08	0.00	15.35	67.71	0.00
8/12/2016	37.29	0.00	17.55	55.63	0.00
8/13/2016	0.00	0.00	21.32	43.29	0.00
8/14/2016	30.38	0.00	19.75	60.04	0.00
8/15/2016	29.04	0.00	19.70	71.42	0.00
8/16/2016	35.71	0.00	22.48	64.96	0.00
8/17/2016	17.88	0.00	19.89	76.88	0.00
8/18/2016	23.83	0.00	22.32	65.46	0.00
8/19/2016	28.96	0.00	19.23	87.96	0.00
8/20/2016	11.38	0.00	15.60	88.29	0.00
8/21/2016	13.08	0.00	13.01	71.38	0.00
8/22/2016	16.79	0.00	15.88	69.63	0.00
8/23/2016	22.38	0.00	18.88	67.67	0.00
8/24/2016	28.08	0.00	20.15	66.96	0.00
8/25/2016	31.67	0.00	21.37	59.92	0.00
8/26/2016	36.42	0.00	22.03	49.67	0.00
8/27/2016	40.04	0.00	23.24	47.67	0.00
8/28/2016	41.29	0.00	24.89	47.33	0.00
8/29/2016	37.46	0.00	23.06	63.50	0.00
8/30/2016	19.75	0.00	17.12	89.75	0.00
8/31/2016	23.21	0.00	19.05	74.42	0.00
9/1/2016	21.21	0.00	20.55	72.83	0.00
9/2/2016	17.79	0.00	21.76	75.46	0.00
9/3/2016	20.75	0.00	19.99	84.54	0.00
9/4/2016	20.08	0.00	21.46	74.63	0.00
9/5/2016	13.00	0.00	18.76	89.00	0.00
9/6/2016	15.29	0.00	18.15	72.67	0.00
9/7/2016	22.21	0.00	18.14	58.42	0.00
9/8/2016	16.33	0.00	18.81	68.42	0.00
9/9/2016	19.75	0.00	21.38	69.33	0.00
9/10/2016	21.67	0.00	22.58	69.04	0.00
9/11/2016	37.17	0.00	24.64	57.08	0.00
9/12/2016	62.71	0.00	26.54	41.33	0.00
9/13/2016	57.42	0.00	22.74	52.67	0.00
9/14/2016	24.88	0.00	21.20	44.21	0.00
9/15/2016	20.13	0.00	18.20	61.29	0.00
9/16/2016	27.58	0.00	22.38	67.50	0.00
9/17/2016	36.33	0.00	23.51	70.33	0.00
9/18/2016	22.75	0.00	21.49	76.04	0.00
9/19/2016	14.29	0.00	18.27	70.96	0.00
9/20/2016	14.88	0.00	16.52	67.42	0.00
9/21/2016	17.38	0.00	19.16	63.33	0.00
9/22/2016	25.38	0.00	21.35	63.33	0.00
9/23/2016	18.08	0.00	19.44	65.75	0.00
9/24/2016	12.83	0.00	17.08	72.42	0.00
9/25/2016	13.58	0.00	17.89	63.54	0.00
9/26/2016	20.25	0.00	18.13	58.83	0.00
9/27/2016	23.75	0.00	20.85	59.04	0.00
9/28/2016	31.00	0.00	20.51	59.79	0.00
9/29/2016	14.75	0.00	18.90	67.54	0.00
9/30/2016	12.08	0.00	18.58	69.33	0.00
10/1/2016	11.08	0.00	20.32	66.13	0.00
10/2/2016	17.96	0.00	18.10	85.00	0.00
10/3/2016	13.71	0.00	19.56	77.58	0.00
10/4/2016	9.71	0.00	19.82	67.50	0.00
10/5/2016	17.38	0.00	19.90	66.08	0.00
10/6/2016	12.33	0.00	18.10	69.29	0.00
10/7/2016	16.00	0.00	21.00	57.50	0.00
10/8/2016	14.17	0.00	21.26	57.79	0.00
10/9/2016	16.71	0.00	20.08	66.33	0.00
10/10/2016	19.21	0.00	20.74	72.04	0.00
10/11/2016	44.46	0.00	23.34	65.08	0.00
10/12/2016	18.46	0.00	21.33	84.88	0.00
10/13/2016	18.83	0.00	21.61	87.71	0.00
10/14/2016	20.63	0.00	25.00	71.92	0.00
10/15/2016	25.13	0.00	27.09	63.96	0.00
10/16/2016	28.54	0.00	28.20	61.88	0.00
10/17/2016	20.92	0.00	27.48	63.96	0.00
10/18/2016	30.92	0.00	29.01	58.04	0.00
10/19/2016	24.50	0.00	27.01	67.71	0.00
10/20/2016	13.54	0.00	22.35	76.79	0.00
10/21/2016	8.92	0.00	20.65	72.29	0.00
10/22/2016	11.25	0.00	23.55	69.67	0.00
10/23/2016	15.83	0.00	24.30	74.04	0.00
10/24/2016	14.83	0.00	21.77	89.58	0.00
10/25/2016	27.33	0.00	24.15	79.13	0.00
10/26/2016	15.96	0.00	21.96	79.42	0.00
10/27/2016	17.58	0.00	19.24	63.71	0.00
10/28/2016	33.63	0.00	18.08	62.71	0.00
10/29/2016	24.96	0.00	20.42	66.46	0.00
10/30/2016	20.17	0.00	23.40	66.63	0.00
10/31/2016	30.33	0.00	25.18	62.88	0.00
11/1/2016	24.71	0.00	24.72	66.58	0.00
11/2/2016	13.54	0.00	19.85	87.25	0.00
11/3/2016	11.33	0.00	20.28	76.13	0.00
11/4/2016	12.54	0.00	20.38	73.08	0.00
11/5/2016	23.08	0.00	23.08	67.46	0.00
11/6/2016	22.38	0.00	23.74	67.00	0.00
11/7/2016	23.92	0.00	24.34	62.38	0.00
11/8/2016	28.48	0.00	23.85	67.96	0.00
11/9/2016	17.88	0.00	23.87	75.25	0.00
11/10/2016	27.08	0.00	24.81	66.29	0.00
11/11/2016	10.00	0.00	20.46	73.38	0.00
11/12/2016	8.75	0.00	19.37	86.08	0.00
11/13/2016	12.96	0.00	20.80	78.50	0.00
11/14/2016	10.79	0.00	21.85	78.46	0.00
11/15/2016	13.67	0.00	22.13	75.17	0.00
11/16/2016	18.21	0.00	23.91	73.13	0.00
11/17/2016	14.38	0.00	19.34	73.58	0.00
11/18/2016	17.21	0.00	16.88	63.46	0.00
11/19/2016	18.04	0.00	19.69	61.96	0.00
11/20/2016	23.50	0.00	22.85	56.58	0.00
11/21/2016	22.96	0.00	23.06	54.75	0.00
11/22/2016	19.25	0.00	22.28	76.38	0.00
11/23/2016	18.83	0.00	24.31	67.17	0.00
11/24/2016	19.92	0.00	24.30	67.50	0.00
11/25/2016	24.08	0.00	25.25	66.88	0.00
11/26/2016	29.50	0.00	26.34	64.67	0.00
11/27/2016	28.33	0.00	25.27	74.54	0.00
11/28/2016	12.96	0.00	23.81	74.63	0.00
11/29/2016	12.92	0.00	19.27	68.54	0.00
11/30/2016	14.33	0.00	20.58	68.29	0.00
12/1/2016	21.50	0.00	23.42	69.25	0.00
12/2/2016	23.08	0.00	23.12	78.25	0.00
12/3/2016	14.75	0.00	23.70	74.08	0.00
12/4/2016	12.46	0.00	22.45	65.25	0.00
12/5/2016	17.29	0.00	24.48	54.13	0.00
12/6/2016	26.67	0.00	24.53	68.00	0.00
12/7/2016	17.54	0.00	25.03	74.00	0.00
12/8/2016	12.33	0.00	24.95	75.92	0.00
12/9/2016	16.75	0.00	24.65	80.88	0.00
12/10/2016	13.33	0.00	24.96	86.08	0.00
12/11/2016	14.46	0.00	24.31	86.00	0.00
12/12/2016	18.54	0.00	26.02	73.50	0.00
12/13/2016	18.25	0.00	24.46	75.54	0.00
12/14/2016	13.21	0.00	19.65	69.96	0.00
12/15/2016	17.38	0.00	20.85	64.75	0.00
12/16/2016	19.92	0.00	23.54	61.21	0.00
12/17/2016	19.67	0.00	23.41	69.63	0.00
12/18/2016	19.79	0.00	22.25	79.21	0.00
12/19/2016	16.13	0.00	23.02	77.79	0.00
12/20/2016	17.42	0.00	22.13	82.08	0.00
12/21/2016	20.71	0.00	23.83	73.42	0.00
12/22/2016	24.71	0.00	26.60	65.25	0.00
12/23/2016	14.79	0.00	26.42	61.75	0.00
12/24/2016	21.92	0.00	27.17	58.21	0.00
12/25/2016	19.29	0.00	27.38	59.25	0.00
12/26/2016	25.04	0.00	28.69	57.88	0.00
12/27/2016	30.58	0.00	27.36	62.79	0.00
12/28/2016	23.21	0.00	27.26	64.67	0.00
12/29/2016	21.79	0.00	26.22	66.58	0.00
12/30/2016	41.13	0.00	20.11	66.42	0.00
12/31/2016	23.05	0.00	26.26	69.43	0.00
1/1/2017	25.08	0.00	26.15	68.17	0.00
1/2/2017	16.08	0.00	26.17	70.13	0.00
1/3/2017	18.96	0.00	25.18	75.46	0.00
1/4/2017	19.75	0.00	24.65	76.79	0.00
1/5/2017	19.21	0.00	25.83	74.04	0.00
1/6/2017	15.71	0.00	24.97	76.29	0.00
1/7/2017	17.21	0.00	25.79	73.92	0.00
1/8/2017	16.08	0.00	27.08	70.75	0.00
1/9/2017	19.50	0.00	26.42	74.63	0.00
1/10/2017	16.21	0.00	25.39	79.92	0.00
1/11/2017	17.54	0.00	25.79	79.04	0.00
1/12/2017	12.92	0.00	25.11	77.25	0.00
1/13/2017	14.79	0.00	24.69	72.33	0.00
1/14/2017	19.75	0.00	25.91	70.75	0.00
1/15/2017	20.13	0.00	26.19	72.04	0.00
1/16/2017	15.25	0.00	24.76	81.25	0.00
1/17/2017	14.04	0.00	22.54	91.17	0.00
1/18/2017	14.63	0.00	21.81	95.96	0.00
1/19/2017	15.38	0.00	22.35	92.29	0.00
1/20/2017	15.04	0.00	21.66	90.42	0.00
1/21/2017	17.13	0.00	22.58	85.29	0.00
1/22/2017	19.46	0.00	22.25	82.04	0.00
1/23/2017	19.17	0.00	23.39	79.63	0.00
1/24/2017	18.42	0.00	25.53	74.21	0.00
1/25/2017	15.63	0.00	24.80	78.92	0.00
1/26/2017	17.46	0.00	22.75	89.21	0.00
1/27/2017	19.83	0.00	22.76	91.21	0.00
1/28/2017	19.42	0.00	25.11	77.42	0.00
1/29/2017	16.38	0.00	26.53	67.92	0.00
1/30/2017	22.71	0.00	25.70	69.21	0.00
1/31/2017	22.74	0.00	24.24	75.75	0.00
2/1/2017	19.79	0.00	23.11	80.08	0.00
2/2/2017	15.54	0.00	23.19	82.79	0.00
2/3/2017	18.38	0.00	23.57	84.92	0.00
2/4/2017	18.75	0.00	22.69	92.21	0.00
2/5/2017	18.96	0.00	25.53	79.00	0.00
2/6/2017	21.17	0.00	24.68	81.04	0.00
2/7/2017	17.75	0.00	24.85	77.79	0.00
2/8/2017	16.13	0.00	25.66	68.25	0.00
2/9/2017	14.75	0.00	24.67	62.33	0.00
2/10/2017	20.75	0.00	24.93	67.54	0.00
2/11/2017	18.71	0.00	26.96	63.96	0.00
2/12/2017	20.13	0.00	27.84	60.33	0.00
2/13/2017	21.25	0.00	27.58	57.08	0.00
2/14/2017	22.63	0.00	27.97	56.13	0.00
2/15/2017	23.75	0.00	28.20	57.38	0.00
2/16/2017	35.92	0.00	27.69	59.13	0.00
2/17/2017	31.46	0.00	28.09	56.79	0.00
2/18/2017	31.42	0.00	28.33	61.04	0.00
2/19/2017	23.63	0.00	28.69	49.25	0.00
2/20/2017	24.75	0.00	27.33	57.29	0.00
2/21/2017	27.33	0.00	26.35	61.92	0.00
2/22/2017	25.83	0.00	26.49	62.46	0.00
2/23/2017	28.33	0.00	28.36	52.79	0.00
2/24/2017	22.75	0.00	24.39	73.29	0.00
2/25/2017	16.67	0.00	22.29	84.04	0.00
2/26/2017	15.25	0.00	23.26	82.96	0.00
2/27/2017	15.96	0.00	24.55	75.08	0.00
2/28/2017	20.38	0.00	25.92	69.17	0.00
3/1/2017	18.17	0.00	25.55	74.00	0.00
3/2/2017	14.83	0.00	24.20	81.04	0.00
3/3/2017	14.21	0.00	23.48	87.58	0.00
3/4/2017	10.83	0.00	23.98	84.75	0.00
3/5/2017	12.29	0.00	24.02	87.75	0.00
3/6/2017	17.04	0.00	24.16	84.50	0.00
3/7/2017	17.17	0.00	25.96	74.25	0.00
3/8/2017	14.25	0.00	26.02	69.92	0.00
3/9/2017	18.25	0.00	27.20	65.58	0.00
3/10/2017	26.54	0.00	27.47	66.25	0.00
3/11/2017	19.79	0.00	26.67	68.96	0.00
3/12/2017	18.04	0.00	27.12	64.29	0.00
3/13/2017	13.00	0.00	24.61	72.42	0.00
3/14/2017	13.08	0.00	23.89	74.21	0.00
3/15/2017	19.33	0.00	24.93	72.25	0.00
3/16/2017	24.92	0.00	26.39	64.29	0.00
3/17/2017	24.17	0.00	24.39	77.08	0.00
3/18/2017	8.96	0.00	21.08	81.92	0.00
3/19/2017	9.58	0.00	20.56	79.25	0.00
3/20/2017	10.83	0.00	21.42	69.21	0.00
3/21/2017	9.71	0.00	21.78	68.58	0.00
3/22/2017	13.21	0.00	23.22	63.75	0.00
3/23/2017	15.79	0.00	23.34	63.25	0.00
3/24/2017	23.17	0.00	24.71	64.29	0.00
3/25/2017	17.25	0.00	24.41	64.21	0.00
3/26/2017	12.92	0.00	22.68	67.88	0.00
3/27/2017	11.96	0.00	21.84	73.00	0.00
3/28/2017	15.83	0.00	22.47	66.38	0.00
3/29/2017	13.38	0.00	21.76	65.46	0.00
3/30/2017	16.88	0.00	21.33	65.54	0.00
3/31/2017	12.42	0.00	20.55	64.04	0.00
4/1/2017	21.52	0.00	19.85	68.24	0.00
4/2/2017	13.04	0.00	21.62	67.25	0.00
4/3/2017	17.58	0.00	23.18	63.54	0.00
4/4/2017	25.50	0.00	24.32	61.42	0.00
4/5/2017	39.33	0.00	25.63	61.13	0.00
4/6/2017	22.54	0.00	22.33	91.13	0.00
4/7/2017	12.75	0.00	22.28	87.29	0.00
4/8/2017	11.67	0.00	24.13	77.96	0.00
4/9/2017	11.00	0.00	24.38	71.79	0.00
4/10/2017	15.00	0.00	25.33	71.88	0.00
4/11/2017	19.75	0.00	25.83	71.83	0.00
4/12/2017	11.92	0.00	22.33	72.63	0.00
4/13/2017	12.00	0.00	21.01	72.46	0.00
4/14/2017	14.71	0.00	22.13	71.71	0.00
4/15/2017	16.42	0.00	23.03	69.33	0.00
4/16/2017	23.38	0.00	23.30	68.92	0.00
4/17/2017	13.50	0.00	21.74	76.00	0.00
4/18/2017	20.79	0.00	20.60	64.83	0.00
4/19/2017	17.17	0.00	20.24	64.29	0.00
4/20/2017	28.88	0.00	23.53	64.88	0.00
4/21/2017	18.54	0.00	21.02	90.67	0.00
4/22/2017	14.29	0.00	18.90	83.88	0.00
4/23/2017	13.96	0.00	19.60	75.67	0.00
4/24/2017	16.17	0.00	21.88	65.42	0.00
4/25/2017	23.46	0.00	23.61	73.21	0.00
4/26/2017	19.04	0.00	19.78	90.54	0.00
4/27/2017	15.96	0.00	20.08	80.38	0.00
4/28/2017	12.92	0.00	17.04	75.50	0.00
4/29/2017	12.54	0.00	18.62	74.88	0.00
4/30/2017	12.88	0.00	20.14	69.38	0.00
5/1/2017	14.54	0.00	20.43	69.21	0.00
5/2/2017	22.88	0.00	20.86	70.25	0.00
5/3/2017	25.21	0.00	21.36	72.33	0.00
5/4/2017	29.88	0.00	21.40	73.92	0.00
5/5/2017	13.71	0.00	18.50	92.29	0.00
5/6/2017	19.29	0.00	19.22	82.63	0.00
5/7/2017	11.13	0.00	20.12	75.38	0.00
5/8/2017	18.96	0.00	20.55	71.63	0.00
5/9/2017	29.58	0.00	19.58	77.83	0.00
5/10/2017	15.83	0.00	20.42	75.13	0.00
5/11/2017	11.42	0.00	19.67	73.67	0.00
5/12/2017	21.38	0.00	20.31	66.92	0.00
5/13/2017	34.88	0.00	21.95	69.00	0.00
5/14/2017	27.79	0.00	21.83	74.96	0.00
5/15/2017	15.83	0.00	20.32	72.33	0.00
5/16/2017	14.00	0.00	19.39	67.50	0.00
5/17/2017	17.00	0.00	19.28	71.50	0.00
5/18/2017	20.67	0.00	18.43	84.21	0.00
5/19/2017	14.77	0.00	17.55	95.70	0.00
5/20/2017	24.08	0.00	19.96	82.58	0.00
5/21/2017	18.71	0.00	19.23	92.63	0.00
5/22/2017	12.46	0.00	19.57	81.79	0.00
5/23/2017	17.88	0.00	19.07	73.25	0.00
5/24/2017	31.48	0.00	20.05	78.38	0.00
5/25/2017	40.25	0.00	22.44	75.25	0.00
5/26/2017	37.71	0.00	23.25	73.83	0.00
5/27/2017	29.88	0.00	21.87	80.71	0.00
5/28/2017	15.92	0.00	21.41	78.58	0.00
5/29/2017	28.88	0.00	21.01	76.92	0.00
5/30/2017	18.42	0.00	20.49	80.29	0.00
5/31/2017	29.04	0.00	20.65	73.42	0.00
6/1/2017	26.54	0.00	18.35	81.17	0.00
6/2/2017	16.67	0.00	16.15	72.00	0.00
6/3/2017	21.38	0.00	18.58	69.46	0.00
6/4/2017	38.54	0.00	21.04	73.54	0.00
6/5/2017	21.54	0.00	19.16	92.46	0.00
6/6/2017	20.00	0.00	20.22	93.88	0.00
6/7/2017	25.96	0.00	22.53	83.71	0.00
6/8/2017	51.00	0.00	22.71	72.71	0.00
6/9/2017	17.00	0.00	18.49	79.00	0.00
6/10/2017	20.64	0.00	13.68	66.36	0.00
6/11/2017	26.82	0.00	15.40	62.73	0.00
6/12/2017	40.37	0.00	16.28	70.68	0.00
6/13/2017	28.46	0.00	15.39	94.29	0.00
6/14/2017	22.71	0.00	17.58	83.17	0.00
6/15/2017	16.74	0.00	18.41	77.09	2.40
6/16/2017	28.33	0.00	18.60	75.08	2.40
6/17/2017	35.13	0.00	19.10	72.04	2.40
6/18/2017	43.05	0.00	17.90	80.15	1.84
6/19/2017	27.54	0.00	19.48	72.00	1.60
6/20/2017	9.13	0.00	17.06	76.54	2.72
6/21/2017	10.71	0.00	18.38	74.50	2.25
6/22/2017	19.58	0.00	19.98	70.08	2.19
6/23/2017	21.54	0.00	19.81	68.38	2.10
6/24/2017	19.25	0.00	19.74	69.04	2.18
6/25/2017	16.08	0.00	19.13	65.71	2.45
6/26/2017	27.50	0.00	18.63	70.04	1.59
6/27/2017	29.83	0.00	19.08	64.17	1.53
6/28/2017	32.08	0.00	19.75	64.63	1.29
