Data	Concentracao	Precipitacao	Velocidade_vento	Temperatura	Umidade
3/3/2003	28.94	0.00	3.47	23.00	78.25
3/7/2003	30.74	4.80	1.60	23.72	67.25
3/10/2003	9.65	2.50	3.77	20.56	94.75
3/13/2003	1.41	8.30	1.03	22.64	79.00
3/17/2003	28.87	0.00	5.49	22.22	76.00
3/18/2003	21.80	0.00	2.40	21.02	81.00
3/24/2003	14.79	0.00	3.26	22.14	71.25
3/25/2003	17.74	0.00	3.43	21.72	71.00
3/27/2003	27.06	0.00	1.71	20.54	83.75
4/2/2003	28.10	0.00	2.57	23.34	53.75
4/7/2003	41.69	5.30	2.63	19.46	82.50
4/10/2003	20.68	0.00	1.53	20.44	90.75
4/13/2003	19.23	0.00	3.62	17.00	59.50
4/16/2003	34.38	0.00	2.06	20.70	71.25
4/20/2003	44.68	23.60	1.89	20.78	83.00
4/25/2003	17.82	0.00	1.89	22.14	70.50
4/28/2003	31.69	0.00	1.54	22.02	61.75
5/2/2003	38.58	0.00	3.63	20.70	84.50
5/7/2003	15.15	0.00	1.00	12.62	75.00
5/10/2003	27.00	0.00	2.57	16.22	77.00
5/13/2003	30.30	0.00	1.50	17.86	73.00
5/16/2003	22.50	0.00	3.75	19.60	80.00
5/22/2003	43.76	0.00	2.19	21.06	0.00
5/26/2003	60.72	0.00	1.03	13.00	0.00
6/2/2003	49.55	0.00	1.40	18.52	0.00
6/5/2003	42.44	5.40	2.35	19.38	0.00
6/11/2003	49.37	0.00	1.80	19.64	0.00
6/16/2003	52.12	0.00	1.70	19.38	0.00
6/23/2003	9.58	0.00	1.15	16.90	0.00
6/25/2003	56.06	0.00	3.20	17.66	0.00
6/30/2003	70.14	0.00	4.05	15.80	0.00
7/4/2003	71.37	0.00	1.50	16.48	0.00
7/7/2003	30.90	0.00	3.45	20.18	0.00
7/14/2003	60.56	0.00	2.15	16.74	0.00
7/17/2003	94.71	0.00	3.30	18.46	0.00
7/30/2003	23.52	0.00	1.45	20.72	0.00
8/4/2003	37.29	0.00	1.85	18.52	0.00
8/11/2003	35.26	0.00	2.90	13.26	0.00
8/12/2003	54.81	0.00	3.95	16.80	0.00
8/19/2003	15.06	0.00	3.23	18.36	40.25
9/3/2003	40.59	0.00	2.77	18.76	53.00
9/8/2003	53.58	0.00	2.83	22.26	49.00
9/11/2003	18.90	5.00	4.30	13.66	78.50
9/15/2003	10.33	0.00	2.87	20.86	62.50
9/17/2003	19.49	3.90	2.97	18.32	64.00
9/22/2003	55.14	0.00	2.33	24.74	37.75
9/29/2003	35.39	0.00	4.07	21.84	62.75
10/1/2003	48.29	0.00	3.30	22.52	49.50
10/6/2003	34.54	0.00	1.63	24.72	57.75
10/8/2003	10.34	27.40	2.70	19.80	85.75
10/16/2003	52.44	0.00	3.80	19.52	44.75
10/20/2003	58.21	0.00	3.13	24.46	54.75
10/22/2003	41.41	1.30	2.93	21.50	80.00
10/28/2003	7.77	3.50	2.97	19.24	90.00
11/3/2003	16.84	0.00	5.60	16.94	63.75
11/5/2003	13.46	0.00	2.63	18.92	70.00
11/14/2003	26.10	0.90	2.13	22.22	67.25
11/19/2003	16.87	3.70	2.53	19.46	83.25
11/24/2003	44.20	11.70	3.13	21.38	89.00
11/26/2003	4.54	2.40	2.17	21.72	92.00
12/1/2003	7.28	33.80	2.36	21.46	96.00
12/4/2003	6.35	43.00	2.37	21.30	94.25
12/8/2003	10.37	1.80	2.67	23.38	83.50
1/6/2004	9.94	0.00	2.43	23.94	71.50
1/9/2004	4.86	33.10	1.10	20.58	96.50
1/28/2004	13.07	23.70	3.73	21.92	85.25
2/9/2004	27.82	0.00	4.57	20.78	63.25
2/11/2004	16.76	0.00	3.83	23.10	64.50
2/16/2004	10.22	7.20	1.33	23.16	77.25
3/2/2004	2.35	4.80	1.70	23.22	82.00
3/4/2004	25.39	6.90	4.10	21.66	84.00
3/8/2004	22.22	0.00	3.05	22.96	0.00
3/24/2004	40.30	0.00	3.35	20.36	0.00
3/29/2004	34.32	0.00	2.85	21.46	0.00
3/31/2004	22.47	0.00	1.80	21.76	0.00
4/5/2004	31.61	1.40	2.63	21.58	84.25
4/12/2004	29.90	0.00	1.80	22.24	79.50
4/20/2004	21.96	0.00	1.47	21.12	82.50
4/21/2004	18.09	0.00	2.87	22.06	84.50
4/28/2004	21.03	0.00	2.97	18.64	76.75
5/4/2004	36.18	0.00	3.13	22.14	72.75
5/6/2004	17.52	14.40	1.73	18.66	93.75
5/17/2004	14.15	0.00	1.30	13.06	79.00
5/20/2004	32.94	3.30	2.43	16.56	88.75
5/24/2004	33.77	0.30	2.57	20.12	86.25
5/26/2004	27.86	13.70	2.63	11.92	90.25
6/8/2004	16.19	0.00	3.37	15.08	75.75
6/14/2004	48.49	0.00	2.77	15.28	86.25
6/16/2004	16.19	0.00	1.97	15.36	82.25
6/23/2004	19.93	0.00	1.33	15.80	72.00
6/28/2004	76.80	0.00	2.37	18.64	74.25
6/30/2004	58.08	0.00	3.03	17.58	77.25
7/5/2004	24.25	0.00	2.07	19.12	69.25
7/7/2004	42.27	0.00	2.20	17.98	68.75
7/14/2004	28.54	0.00	2.53	18.52	74.25
7/21/2004	13.89	0.00	4.40	13.36	65.50
7/26/2004	30.07	0.00	2.37	11.60	68.50
8/3/2004	75.99	0.00	2.63	18.48	63.75
8/5/2004	32.14	0.00	3.73	16.14	55.50
8/9/2004	31.77	0.00	3.40	13.66	52.25
8/11/2004	44.89	0.00	2.53	17.02	50.75
8/16/2004	19.94	0.00	2.73	15.68	62.50
8/18/2004	44.31	0.00	1.50	17.92	53.00
8/25/2004	52.72	0.00	2.37	20.88	53.50
8/30/2004	52.93	0.00	2.13	18.98	43.50
9/1/2004	40.81	0.00	3.40	22.80	36.00
9/15/2004	73.70	0.00	1.87	20.72	52.50
9/21/2004	41.17	0.00	3.13	24.38	45.50
9/23/2004	124.43	0.00	3.20	24.54	41.75
10/4/2004	30.63	4.30	2.53	17.98	79.50
10/6/2004	26.65	0.00	4.80	17.42	61.75
10/13/2004	31.22	4.30	2.73	21.58	84.50
10/18/2004	22.22	9.10	2.30	21.62	74.25
10/25/2004	14.65	0.70	3.20	20.46	88.25
10/28/2004	31.01	0.00	3.77	18.06	64.00
11/10/2004	44.76	0.00	3.83	24.62	58.75
11/25/2004	43.06	0.00	1.97	23.00	56.50
12/3/2004	50.53	0.80	3.93	20.14	88.25
12/9/2004	24.91	29.60	1.70	21.38	86.75
12/15/2004	27.25	0.00	3.10	22.40	78.25
1/31/2005	16.78	18.10	2.50	23.42	68.50
2/10/2005	46.58	0.00	2.50	21.74	64.50
2/14/2005	19.67	0.00	2.70	23.58	61.25
2/21/2005	27.04	0.00	2.33	22.98	56.75
2/23/2005	30.60	0.00	2.03	24.56	56.00
2/28/2005	24.03	7.80	1.53	22.90	86.75
3/2/2005	27.10	0.00	3.87	21.48	71.75
3/21/2005	14.75	0.00	1.43	21.78	90.75
3/23/2005	16.35	0.30	2.53	23.82	81.00
4/13/2005	34.54	0.00	2.80	23.76	69.25
4/18/2005	35.21	4.00	2.53	21.76	72.75
4/27/2005	21.82	0.00	2.60	17.20	75.00
5/5/2005	39.39	0.00	2.93	16.94	66.50
5/9/2005	31.54	0.00	2.53	19.86	71.50
5/11/2005	28.05	0.00	1.93	19.90	68.00
5/16/2005	33.82	0.00	2.43	20.04	67.00
5/19/2005	52.85	0.00	1.30	20.62	68.50
5/23/2005	6.99	7.80	2.53	17.94	90.25
5/30/2005	12.98	0.10	2.20	17.38	86.50
6/1/2005	8.47	0.00	3.13	19.52	75.25
6/6/2005	14.95	0.00	1.67	17.78	73.25
6/13/2005	31.96	0.00	2.37	17.70	73.00
6/16/2005	20.58	0.00	2.57	17.76	67.00
6/21/2005	24.13	3.80	4.23	15.14	87.50
6/28/2005	30.19	0.00	3.37	17.60	83.00
6/30/2005	33.50	0.00	1.53	19.64	81.50
7/6/2005	11.77	0.00	3.70	17.02	82.00
7/11/2005	19.47	0.00	2.67	16.10	70.75
7/13/2005	33.67	0.00	2.63	16.26	60.50
7/20/2005	22.13	2.00	2.30	14.86	83.00
7/21/2005	59.79	0.00	3.17	17.82	71.25
7/25/2005	48.68	3.40	1.43	14.82	92.50
7/28/2005	19.40	0.00	2.60	18.76	64.00
8/1/2005	31.12	0.00	1.97	17.64	60.50
8/4/2005	26.69	0.00	4.60	18.06	57.50
8/9/2005	25.82	0.00	3.07	16.62	73.50
8/11/2005	36.50	0.00	1.20	16.10	55.00
8/18/2005	46.22	0.00	1.60	21.14	59.25
9/19/2005	4.75	0.00	2.87	22.08	71.75
9/26/2005	10.84	13.60	3.00	16.18	90.25
9/29/2005	23.94	0.00	3.40	19.12	66.00
10/3/2005	24.38	0.00	2.07	22.32	65.00
10/10/2005	24.82	0.30	2.13	25.66	57.75
10/19/2005	12.80	0.10	3.27	17.86	84.33
10/24/2005	20.26	2.20	2.10	23.92	65.00
10/31/2005	10.26	2.60	3.43	18.98	81.50
11/7/2005	34.59	14.00	3.43	22.08	73.75
11/14/2005	25.89	0.00	2.47	21.60	69.75
11/21/2005	20.46	0.00	1.80	21.38	63.25
11/30/2005	68.79	1.30	2.23	20.64	93.25
12/5/2005	12.00	0.00	2.40	22.38	89.25
1/30/2006	14.69	3.90	1.47	21.42	88.50
2/15/2006	15.88	10.20	1.93	22.90	80.50
