Data	Concentra_up	Concentra_down
7/16/2016	21.25	21.25
7/17/2016	24.42	24.42
7/18/2016	22.70	22.70
7/19/2016	20.71	20.71
7/20/2016	24.17	24.17
7/21/2016	35.96	35.96
7/22/2016	47.54	47.54
7/23/2016	40.50	40.50
7/24/2016	51.17	51.17
7/25/2016	46.42	46.42
7/26/2016	22.54	22.54
7/27/2016	20.88	20.88
7/28/2016	44.50	44.50
7/29/2016	45.79	45.79
7/30/2016	52.29	52.29
7/31/2016	29.83	29.83
8/1/2016	22.04	22.04
8/2/2016	38.29	38.29
8/3/2016	50.46	50.46
8/4/2016	62.08	62.08
8/5/2016	43.04	43.04
8/6/2016	19.13	19.13
8/7/2016	28.38	28.38
8/8/2016	22.17	22.17
8/9/2016	18.67	18.67
8/10/2016	19.08	19.08
8/11/2016	37.29	37.29
8/12/2016	0.00	0.00
8/13/2016	30.38	30.38
8/14/2016	29.04	29.04
8/15/2016	35.71	35.71
8/16/2016	17.88	17.88
8/17/2016	23.83	23.83
8/18/2016	28.96	28.96
8/19/2016	11.38	11.38
8/20/2016	13.08	13.08
8/21/2016	16.79	16.79
8/22/2016	22.38	22.38
8/23/2016	28.08	28.08
8/24/2016	31.67	31.67
8/25/2016	36.42	36.42
8/26/2016	40.04	40.04
8/27/2016	41.29	41.29
8/28/2016	37.46	37.46
8/29/2016	19.75	19.75
8/30/2016	23.21	23.21
8/31/2016	21.21	21.21
9/1/2016	17.79	17.79
9/2/2016	20.75	20.75
9/3/2016	20.08	20.08
9/4/2016	13.00	13.00
9/5/2016	15.29	15.29
9/6/2016	22.21	22.21
9/7/2016	16.33	16.33
9/8/2016	19.75	19.75
9/9/2016	21.67	21.67
9/10/2016	37.17	37.17
9/11/2016	62.71	62.71
9/12/2016	57.42	57.42
9/13/2016	24.88	24.88
9/14/2016	20.13	20.13
9/15/2016	27.58	27.58
9/16/2016	36.33	36.33
9/17/2016	22.75	22.75
9/18/2016	14.29	14.29
9/19/2016	14.88	14.88
9/20/2016	17.38	17.38
9/21/2016	25.38	25.38
9/22/2016	18.08	18.08
9/23/2016	12.83	12.83
9/24/2016	13.58	13.58
9/25/2016	20.25	20.25
9/26/2016	23.75	23.75
9/27/2016	31.00	31.00
9/28/2016	14.75	14.75
9/29/2016	12.08	12.08
9/30/2016	11.08	11.08
10/1/2016	17.96	17.96
10/2/2016	13.71	13.71
10/3/2016	9.71	9.71
10/4/2016	17.38	17.38
10/5/2016	12.33	12.33
10/6/2016	16.00	16.00
10/7/2016	14.17	14.17
10/8/2016	16.71	16.71
10/9/2016	19.21	19.21
10/10/2016	44.46	44.46
10/11/2016	18.46	18.46
10/12/2016	18.83	18.83
10/13/2016	20.63	20.63
10/14/2016	25.13	25.13
10/15/2016	28.54	28.54
10/16/2016	20.92	20.92
10/17/2016	30.92	30.92
10/18/2016	24.50	24.50
10/19/2016	13.54	13.54
10/20/2016	8.92	8.92
10/21/2016	11.25	11.25
10/22/2016	15.83	15.83
10/23/2016	14.83	14.83
10/24/2016	27.33	27.33
10/25/2016	15.96	15.96
10/26/2016	17.58	17.58
10/27/2016	33.63	33.63
10/28/2016	24.96	24.96
10/29/2016	20.17	20.17
10/30/2016	30.33	30.33
10/31/2016	24.71	24.71
11/1/2016	13.54	13.54
11/2/2016	11.33	11.33
11/3/2016	12.54	12.54
11/4/2016	23.08	23.08
11/5/2016	22.38	22.38
11/6/2016	23.92	23.92
11/7/2016	28.48	28.48
11/8/2016	17.88	17.88
11/9/2016	27.08	27.08
11/10/2016	10.00	10.00
11/11/2016	8.75	8.75
11/12/2016	12.96	12.96
11/13/2016	10.79	10.79
11/14/2016	13.67	13.67
11/15/2016	18.21	18.21
11/16/2016	14.38	14.38
11/17/2016	17.21	17.21
11/18/2016	18.04	18.04
11/19/2016	23.50	23.50
11/20/2016	22.96	22.96
11/21/2016	19.25	19.25
11/22/2016	18.83	18.83
11/23/2016	19.92	19.92
11/24/2016	24.08	24.08
11/25/2016	29.50	29.50
11/26/2016	28.33	28.33
11/27/2016	12.96	12.96
11/28/2016	12.92	12.92
11/29/2016	14.33	14.33
11/30/2016	21.50	21.50
12/1/2016	23.08	23.08
12/2/2016	14.75	14.75
12/3/2016	12.46	12.46
12/4/2016	17.29	17.29
12/5/2016	26.67	26.67
12/6/2016	17.54	17.54
12/7/2016	12.33	12.33
12/8/2016	16.75	16.75
12/9/2016	13.33	13.33
12/10/2016	14.46	14.46
12/11/2016	18.54	18.54
12/12/2016	18.25	18.25
12/13/2016	13.21	13.21
12/14/2016	17.38	17.38
12/15/2016	19.92	19.92
12/16/2016	19.67	19.67
12/17/2016	19.79	19.79
12/18/2016	16.13	16.13
12/19/2016	17.42	17.42
12/20/2016	20.71	20.71
12/21/2016	24.71	24.71
12/22/2016	14.79	14.79
12/23/2016	21.92	21.92
12/24/2016	19.29	19.29
12/25/2016	25.04	25.04
12/26/2016	30.58	30.58
12/27/2016	23.21	23.21
12/28/2016	21.79	21.79
12/29/2016	41.13	41.13
12/30/2016	23.05	23.05
12/31/2016	25.08	25.08
1/1/2017	16.08	16.08
1/2/2017	18.96	18.96
1/3/2017	19.75	19.75
1/4/2017	19.21	19.21
1/5/2017	15.71	15.71
1/6/2017	17.21	17.21
1/7/2017	16.08	16.08
1/8/2017	19.50	19.50
1/9/2017	16.21	16.21
1/10/2017	17.54	17.54
1/11/2017	12.92	12.92
1/12/2017	14.79	14.79
1/13/2017	19.75	19.75
1/14/2017	20.13	20.13
1/15/2017	15.25	15.25
1/16/2017	14.04	14.04
1/17/2017	14.63	14.63
1/18/2017	15.38	15.38
1/19/2017	15.04	15.04
1/20/2017	17.13	17.13
1/21/2017	19.46	19.46
1/22/2017	19.17	19.17
1/23/2017	18.42	18.42
1/24/2017	15.63	15.63
1/25/2017	17.46	17.46
1/26/2017	19.83	19.83
1/27/2017	19.42	19.42
1/28/2017	16.38	16.38
1/29/2017	22.71	22.71
1/30/2017	22.74	22.74
1/31/2017	19.79	19.79
2/1/2017	15.54	15.54
2/2/2017	18.38	18.38
2/3/2017	18.75	18.75
2/4/2017	18.96	18.96
2/5/2017	21.17	21.17
2/6/2017	17.75	17.75
2/7/2017	16.13	16.13
2/8/2017	14.75	14.75
2/9/2017	20.75	20.75
2/10/2017	18.71	18.71
2/11/2017	20.13	20.13
2/12/2017	21.25	21.25
2/13/2017	22.63	22.63
2/14/2017	23.75	23.75
2/15/2017	35.92	35.92
2/16/2017	31.46	31.46
2/17/2017	31.42	31.42
2/18/2017	23.63	23.63
2/19/2017	24.75	24.75
2/20/2017	27.33	27.33
2/21/2017	25.83	25.83
2/22/2017	28.33	28.33
2/23/2017	22.75	22.75
2/24/2017	16.67	16.67
2/25/2017	15.25	15.25
2/26/2017	15.96	15.96
2/27/2017	20.38	20.38
2/28/2017	18.17	18.17
3/1/2017	14.83	14.83
3/2/2017	14.21	14.21
3/3/2017	10.83	10.83
3/4/2017	12.29	12.29
3/5/2017	17.04	17.04
3/6/2017	17.17	17.17
3/7/2017	14.25	14.25
3/8/2017	18.25	18.25
3/9/2017	26.54	26.54
3/10/2017	19.79	19.79
3/11/2017	18.04	18.04
3/12/2017	13.00	13.00
3/13/2017	13.08	13.08
3/14/2017	19.33	19.33
3/15/2017	24.92	24.92
3/16/2017	24.17	24.17
3/17/2017	8.96	8.96
3/18/2017	9.58	9.58
3/19/2017	10.83	10.83
3/20/2017	9.71	9.71
3/21/2017	13.21	13.21
3/22/2017	15.79	15.79
3/23/2017	23.17	23.17
3/24/2017	17.25	17.25
3/25/2017	12.92	12.92
3/26/2017	11.96	11.96
3/27/2017	15.83	15.83
3/28/2017	13.38	13.38
3/29/2017	16.88	16.88
3/30/2017	12.42	12.42
3/31/2017	21.52	21.52
4/1/2017	13.04	13.04
4/2/2017	17.58	17.58
4/3/2017	25.50	25.50
4/4/2017	39.33	39.33
4/5/2017	22.54	22.54
4/6/2017	12.75	12.75
4/7/2017	11.67	11.67
4/8/2017	11.00	11.00
4/9/2017	15.00	15.00
4/10/2017	19.75	19.75
4/11/2017	11.92	11.92
4/12/2017	12.00	12.00
4/13/2017	14.71	14.71
4/14/2017	16.42	16.42
4/15/2017	23.38	23.38
4/16/2017	13.50	13.50
4/17/2017	20.79	20.79
4/18/2017	17.17	17.17
4/19/2017	28.88	28.88
4/20/2017	18.54	18.54
4/21/2017	14.29	14.29
4/22/2017	13.96	13.96
4/23/2017	16.17	16.17
4/24/2017	23.46	23.46
4/25/2017	19.04	19.04
4/26/2017	15.96	15.96
4/27/2017	12.92	12.92
4/28/2017	12.54	12.54
4/29/2017	12.88	12.88
4/30/2017	14.54	14.54
5/1/2017	22.88	22.88
5/2/2017	25.21	25.21
5/3/2017	29.88	29.88
5/4/2017	13.71	13.71
5/5/2017	19.29	19.29
5/6/2017	11.13	11.13
5/7/2017	18.96	18.96
5/8/2017	29.58	29.58
5/9/2017	15.83	15.83
5/10/2017	11.42	11.42
5/11/2017	21.38	21.38
5/12/2017	34.88	34.88
5/13/2017	27.79	27.79
5/14/2017	15.83	15.83
5/15/2017	14.00	14.00
5/16/2017	17.00	17.00
5/17/2017	20.67	20.67
5/18/2017	14.77	14.77
5/19/2017	24.08	24.08
5/20/2017	18.71	18.71
5/21/2017	12.46	12.46
5/22/2017	17.88	17.88
5/23/2017	31.48	31.48
5/24/2017	40.25	40.25
5/25/2017	37.71	37.71
5/26/2017	29.88	29.88
5/27/2017	15.92	15.92
5/28/2017	28.88	28.88
5/29/2017	18.42	18.42
5/30/2017	29.04	29.04
5/31/2017	26.54	26.54
6/1/2017	16.67	16.67
6/2/2017	21.38	21.38
6/3/2017	38.54	38.54
6/4/2017	21.54	21.54
6/5/2017	20.00	20.00
6/6/2017	25.96	25.96
6/7/2017	51.00	51.00
6/8/2017	17.00	17.00
6/9/2017	20.64	20.64
6/10/2017	26.82	26.82
6/11/2017	40.37	40.37
6/12/2017	28.46	28.46
6/13/2017	22.71	22.71
6/14/2017	16.74	16.74
6/15/2017	28.33	28.33
6/16/2017	35.13	35.13
6/17/2017	43.05	43.05
6/18/2017	27.54	27.54
6/19/2017	9.13	9.13
6/20/2017	10.71	10.71
6/21/2017	19.58	19.58
6/22/2017	21.54	21.54
6/23/2017	19.25	19.25
6/24/2017	16.08	16.08
6/25/2017	27.50	27.50
6/26/2017	29.83	29.83
6/27/2017	32.08	32.08
6/28/2017	28.33	28.33
6/29/2017	46.08	46.08
6/30/2017	30.08	30.08
7/1/2017	16.79	16.79
7/2/2017	15.67	15.67
7/3/2017	20.96	20.96
7/4/2017	22.13	22.13
7/5/2017	24.04	24.04
7/6/2017	18.92	18.92
7/7/2017	25.71	25.71
7/8/2017	29.42	29.42
7/9/2017	28.29	28.29
7/10/2017	35.13	35.13
7/11/2017	30.38	30.38
7/12/2017	33.96	33.96
7/13/2017	39.79	39.79
7/14/2017	41.50	41.50
7/15/2017	38.79	38.79
7/16/2017	38.21	38.21
7/17/2017	9.67	9.67
7/18/2017	13.58	13.58
7/19/2017	30.54	30.54
7/20/2017	39.54	39.54
7/21/2017	31.96	31.96
7/22/2017	39.42	39.42
7/23/2017	48.29	48.29
7/24/2017	41.67	41.67
7/25/2017	34.50	34.50
7/26/2017	30.04	30.04
7/27/2017	33.17	33.17
7/28/2017	32.42	32.42
7/29/2017	27.04	27.04
7/30/2017	48.00	48.00
7/31/2017	60.29	60.29
8/1/2017	48.21	48.21
8/2/2017	14.17	14.17
8/3/2017	12.88	12.88
8/4/2017	13.79	13.79
8/5/2017	34.25	34.25
8/6/2017	62.83	62.83
8/7/2017	58.21	58.21
8/8/2017	23.17	23.17
8/9/2017	21.50	21.50
8/10/2017	44.46	44.46
8/11/2017	57.13	57.13
8/12/2017	31.42	31.42
8/13/2017	13.88	13.88
8/14/2017	20.83	20.83
8/15/2017	12.46	12.46
8/16/2017	18.21	18.21
8/17/2017	25.54	25.54
8/18/2017	17.79	17.79
8/19/2017	9.63	9.63
8/20/2017	13.67	13.67
8/21/2017	30.88	30.88
8/22/2017	23.33	23.33
8/23/2017	29.63	29.63
8/24/2017	30.92	30.92
8/25/2017	29.38	29.38
8/26/2017	29.33	29.33
8/27/2017	39.04	39.04
8/28/2017	58.25	58.25
8/29/2017	18.46	18.46
8/30/2017	14.54	14.54
8/31/2017	27.67	27.67
9/1/2017	26.54	26.54
9/2/2017	46.29	46.29
9/3/2017	55.50	55.50
9/4/2017	44.75	44.75
9/5/2017	38.33	38.33
9/6/2017	42.00	42.00
9/7/2017	52.25	52.25
9/8/2017	50.13	50.13
9/9/2017	50.88	50.88
9/10/2017	45.38	45.38
9/11/2017	46.58	46.58
9/12/2017	64.75	64.75
9/13/2017	65.04	65.04
9/14/2017	44.42	44.42
9/15/2017	55.58	55.58
9/16/2017	36.83	36.83
9/17/2017	30.67	30.67
9/18/2017	35.33	35.33
9/19/2017	80.38	80.38
9/20/2017	63.50	63.50
9/21/2017	61.25	61.25
9/22/2017	35.50	35.50
9/23/2017	46.58	46.58
9/24/2017	40.54	40.54
9/25/2017	45.29	45.29
9/26/2017	56.21	56.21
9/27/2017	32.88	32.88
9/28/2017	17.92	17.92
9/29/2017	19.21	19.21
9/30/2017	15.46	15.46
10/1/2017	15.25	15.25
10/2/2017	18.63	18.63
10/3/2017	25.42	25.42
10/4/2017	39.58	39.58
10/5/2017	15.38	15.38
10/6/2017	21.29	21.29
10/7/2017	30.08	30.08
10/8/2017	36.79	36.79
10/9/2017	47.94	47.94
10/10/2017	37.59	37.59
10/11/2017	32.44	32.44
10/12/2017	24.13	24.13
10/13/2017	20.35	20.35
10/14/2017	15.29	15.29
10/15/2017	30.25	30.25
10/16/2017	38.42	38.42
10/17/2017	63.00	63.00
10/18/2017	24.58	24.58
10/19/2017	26.00	26.00
10/20/2017	20.13	20.13
10/21/2017	12.13	12.13
10/22/2017	15.63	15.63
10/23/2017	24.21	24.21
10/24/2017	18.29	18.29
10/25/2017	22.33	22.33
10/26/2017	17.33	17.33
10/27/2017	22.96	22.96
10/28/2017	17.91	17.91
10/29/2017	18.50	18.50
10/30/2017	20.54	20.54
10/31/2017	20.29	20.29
11/1/2017	25.58	25.58
11/2/2017	19.42	19.42
11/3/2017	10.33	10.33
11/4/2017	13.35	13.35
11/5/2017	13.96	13.96
11/6/2017	19.21	19.21
11/7/2017	18.54	18.54
11/8/2017	26.54	26.54
11/9/2017	16.71	16.71
11/10/2017	18.46	18.46
11/11/2017	21.27	21.27
11/12/2017	22.46	22.46
11/13/2017	29.83	29.83
11/14/2017	31.38	31.38
11/15/2017	23.04	23.04
11/16/2017	24.29	24.29
11/17/2017	12.92	12.92
11/18/2017	14.54	14.54
11/19/2017	18.29	18.29
11/20/2017	13.50	13.50
11/21/2017	13.83	13.83
11/22/2017	23.29	23.29
11/23/2017	23.79	23.79
11/24/2017	19.83	19.83
11/25/2017	25.00	25.00
11/26/2017	11.25	11.25
11/27/2017	15.21	15.21
11/28/2017	19.17	19.17
11/29/2017	16.50	16.50
11/30/2017	14.00	14.00
12/1/2017	14.21	14.21
12/2/2017	18.21	18.21
12/3/2017	17.67	17.67
12/4/2017	20.58	20.58
12/5/2017	26.33	26.33
12/6/2017	16.54	16.54
12/7/2017	19.08	19.08
12/8/2017	23.08	23.08
12/9/2017	23.67	23.67
12/10/2017	23.67	23.67
12/11/2017	30.92	30.92
12/12/2017	23.42	23.42
12/13/2017	29.13	29.13
12/14/2017	32.79	32.79
12/15/2017	28.58	28.58
12/16/2017	19.96	19.96
12/17/2017	21.33	21.33
12/18/2017	23.83	23.83
12/19/2017	15.50	15.50
12/20/2017	17.83	17.83
12/21/2017	15.54	15.54
12/22/2017	18.42	18.42
12/23/2017	17.71	17.71
12/24/2017	15.25	15.25
12/25/2017	18.35	18.35
12/26/2017	20.96	20.96
12/27/2017	18.29	18.29
12/28/2017	14.25	14.25
12/29/2017	37.75	37.75
